category,crime,gainingType,gainings,group,id,nerveUsed,nnb,outcome,status
drug_deals,amphetamines,money,671,drugs,8316,8,35,success,success
drug_deals,amphetamines,money,676,drugs,8317,8,35,success,success
drug_deals,amphetamines,money,758,drugs,8318,8,35,success,success
drug_deals,amphetamines,money,653,drugs,8443,8,35,success,success
drug_deals,amphetamines,money,655,drugs,8444,8,35,success,success
drug_deals,amphetamines,money,694,drugs,8445,8,35,success,success
drug_deals,amphetamines,money,844,drugs,8446,8,35,success,success
drug_deals,amphetamines,money,804,drugs,8448,8,35,success,success
drug_deals,amphetamines,money,835,drugs,8449,8,35,success,success
drug_deals,cocaine,money,886,drugs,8557,8,35,success,success
drug_deals,cocaine,,,drugs,8558,8,35,blue,ready
drug_deals,cocaine,money,873,drugs,8559,8,35,success,success
drug_deals,cocaine,money,877,drugs,8560,8,35,success,success
drug_deals,cocaine,,,drugs,8561,8,35,blue,ready
drug_deals,cocaine,money,752,drugs,8562,8,35,success,success
drug_deals,cocaine,money,889,drugs,8668,8,35,success,success
drug_deals,cocaine,money,859,drugs,8669,8,35,success,success
drug_deals,cocaine,money,822,drugs,8670,8,35,success,success
drug_deals,cocaine,money,817,drugs,8671,8,35,success,success
drug_deals,cocaine,,,drugs,8672,8,35,jail,error
drug_deals,cocaine,,,drugs,8673,8,35,blue,ready
drug_deals,cocaine,,,drugs,8742,8,35,blue,ready
drug_deals,cocaine,money,824,drugs,8743,8,35,success,success
drug_deals,cocaine,,,drugs,8744,8,35,blue,ready
drug_deals,cocaine,money,751,drugs,8745,8,35,success,success
drug_deals,cocaine,money,851,drugs,8746,8,35,success,success
drug_deals,cocaine,money,730,drugs,8747,8,35,success,success
drug_deals,cocaine,money,834,drugs,8798,8,35,success,success
drug_deals,cocaine,money,856,drugs,8799,8,35,success,success
drug_deals,cocaine,money,871,drugs,8800,8,35,success,success
drug_deals,cocaine,money,818,drugs,8928,8,35,success,success
drug_deals,cocaine,money,772,drugs,8929,8,35,success,success
drug_deals,cocaine,money,824,drugs,8930,8,35,success,success
drug_deals,cocaine,,,drugs,8931,8,35,blue,ready
drug_deals,cocaine,money,825,drugs,8932,8,35,success,success
drug_deals,cocaine,money,885,drugs,8933,8,35,success,success
drug_deals,cocaine,money,806,drugs,8934,8,35,success,success
drug_deals,cocaine,money,813,drugs,9039,8,35,success,success
drug_deals,cocaine,money,804,drugs,9040,8,35,success,success
drug_deals,cocaine,money,831,drugs,9041,8,35,success,success
drug_deals,cocaine,money,830,drugs,9042,8,35,success,success
drug_deals,cocaine,money,882,drugs,9043,8,35,success,success
drug_deals,cocaine,money,877,drugs,9044,8,35,success,success
drug_deals,cocaine,money,807,drugs,9045,8,35,success,success
drug_deals,cocaine,money,834,drugs,9046,8,35,success,success
drug_deals,cocaine,money,864,drugs,9047,,35,success,success
drug_deals,cocaine,,,drugs,9048,,35,blue,ready
drug_deals,cocaine,money,760,drugs,9049,,35,success,success
drug_deals,cocaine,money,873,drugs,9050,,35,success,success
drug_deals,cocaine,money,866,drugs,9051,,35,success,success
drug_deals,cocaine,money,768,drugs,9052,,35,success,success
drug_deals,cocaine,money,750,drugs,9053,,35,success,success
drug_deals,cocaine,money,890,drugs,9054,,35,success,success
drug_deals,cocaine,money,831,drugs,9155,8,35,success,success
drug_deals,cocaine,,,drugs,9156,8,35,jail,error
drug_deals,cocaine,,,drugs,9157,8,35,blue,ready
drug_deals,cocaine,money,847,drugs,9158,8,35,success,success
drug_deals,cocaine,money,824,drugs,9159,8,35,success,success
drug_deals,cocaine,money,877,drugs,9160,8,35,success,success
drug_deals,cocaine,,,drugs,9161,8,35,blue,ready
drug_deals,cocaine,,,drugs,9162,8,35,jail,error
drug_deals,cocaine,,,drugs,9276,8,35,blue,ready
drug_deals,cocaine,money,812,drugs,9277,8,35,success,success
drug_deals,cocaine,money,778,drugs,9278,8,35,success,success
drug_deals,cocaine,money,840,drugs,9279,8,35,success,success
drug_deals,cocaine,money,849,drugs,9349,8,35,success,success
drug_deals,cocaine,money,838,drugs,9350,8,35,success,success
drug_deals,cocaine,money,844,drugs,9351,8,35,success,success
drug_deals,cocaine,money,840,drugs,9352,8,35,success,success
drug_deals,cocaine,money,792,drugs,9353,8,35,success,success
drug_deals,cocaine,money,862,drugs,9354,8,35,success,success
drug_deals,cocaine,,,drugs,9355,8,35,blue,ready
drug_deals,cocaine,money,792,drugs,9356,8,35,success,success
drug_deals,cocaine,money,834,drugs,9357,8,35,success,success
drug_deals,cocaine,money,836,drugs,9358,8,35,success,success
drug_deals,cocaine,money,787,drugs,9359,8,35,success,success
drug_deals,cocaine,money,890,drugs,9360,8,35,success,success
drug_deals,cocaine,money,856,drugs,9361,8,35,success,success
drug_deals,cocaine,money,780,drugs,9362,8,35,success,success
drug_deals,cocaine,money,789,drugs,9459,8,35,success,success
drug_deals,cocaine,money,769,drugs,9460,8,35,success,success
drug_deals,cocaine,money,870,drugs,9461,8,35,success,success
drug_deals,cocaine,money,855,drugs,9581,8,35,success,success
drug_deals,cocaine,money,778,drugs,9582,8,35,success,success
drug_deals,cocaine,money,880,drugs,9583,8,35,success,success
drug_deals,cocaine,money,750,drugs,9584,8,35,success,success
drug_deals,cocaine,money,850,drugs,9585,8,35,success,success
drug_deals,cocaine,money,810,drugs,9586,8,35,success,success
drug_deals,cocaine,,,drugs,9588,8,35,blue,ready
drug_deals,cocaine,money,807,drugs,9769,8,35,success,success
drug_deals,cocaine,money,833,drugs,9770,8,35,success,success
drug_deals,cocaine,,,drugs,9771,8,35,blue,ready
drug_deals,cocaine,money,895,drugs,9772,8,35,success,success
drug_deals,cocaine,money,887,drugs,9773,8,35,success,success
drug_deals,cocaine,money,821,drugs,9774,8,35,success,success
drug_deals,cocaine,money,894,drugs,9775,8,35,success,success
drug_deals,cocaine,money,817,drugs,9816,8,35,success,success
drug_deals,cocaine,,,drugs,9817,8,35,blue,ready
drug_deals,amphetamines,money,666,drugs,9830,8,35,success,success
drug_deals,amphetamines,money,812,drugs,9840,8,35,success,success
drug_deals,amphetamines,money,777,drugs,9980,8,35,success,success
drug_deals,amphetamines,money,697,drugs,9981,8,35,success,success
drug_deals,amphetamines,money,676,drugs,9982,8,35,success,success
drug_deals,amphetamines,money,663,drugs,9983,8,35,success,success
drug_deals,amphetamines,money,752,drugs,9984,8,35,success,success
drug_deals,amphetamines,money,786,drugs,9985,8,35,success,success
drug_deals,amphetamines,money,660,drugs,9986,8,35,success,success
drug_deals,amphetamines,money,818,drugs,10067,8,35,success,success
drug_deals,amphetamines,money,838,drugs,10068,8,35,success,success
drug_deals,amphetamines,money,741,drugs,10069,8,35,success,success
drug_deals,amphetamines,money,752,drugs,10070,8,35,success,success
drug_deals,amphetamines,money,706,drugs,10071,8,35,success,success
drug_deals,amphetamines,money,709,drugs,10072,8,35,success,success
drug_deals,amphetamines,money,695,drugs,10145,8,35,success,success
drug_deals,amphetamines,money,731,drugs,10146,8,35,success,success
drug_deals,amphetamines,money,756,drugs,10147,8,35,success,success
drug_deals,amphetamines,,,drugs,10261,8,35,blue,ready
drug_deals,amphetamines,money,677,drugs,10262,8,35,success,success
drug_deals,amphetamines,money,681,drugs,10263,8,35,success,success
drug_deals,amphetamines,money,653,drugs,10264,8,35,success,success
drug_deals,amphetamines,money,671,drugs,10265,8,35,success,success
drug_deals,amphetamines,money,836,drugs,10266,8,35,success,success
drug_deals,amphetamines,money,652,drugs,10267,8,35,success,success
drug_deals,amphetamines,money,839,drugs,10347,8,35,success,success
drug_deals,amphetamines,,,drugs,10348,8,35,blue,ready
drug_deals,amphetamines,money,716,drugs,10349,8,35,success,success
drug_deals,amphetamines,money,813,drugs,10350,8,35,success,success
drug_deals,amphetamines,money,729,drugs,10403,8,35,success,success
drug_deals,amphetamines,money,836,drugs,10404,8,35,success,success
drug_deals,amphetamines,money,725,drugs,10405,8,35,success,success
other,searchfountain,money,5,search,10408,2,35,success,success
drug_deals,amphetamines,,,drugs,10443,8,35,blue,ready
drug_deals,amphetamines,money,716,drugs,10444,8,35,success,success
drug_deals,amphetamines,money,667,drugs,10445,8,35,success,success
drug_deals,amphetamines,money,672,drugs,10446,8,35,success,success
drug_deals,amphetamines,,,drugs,10447,8,35,blue,ready
drug_deals,amphetamines,money,744,drugs,10492,8,35,success,success
drug_deals,amphetamines,money,800,drugs,10493,8,35,success,success
drug_deals,amphetamines,money,780,drugs,10531,8,35,success,success
drug_deals,amphetamines,,,drugs,10665,8,35,blue,ready
drug_deals,amphetamines,money,807,drugs,10666,8,35,success,success
drug_deals,amphetamines,money,756,drugs,10667,8,35,success,success
drug_deals,amphetamines,money,850,drugs,10668,8,35,success,success
drug_deals,amphetamines,,,drugs,10669,8,35,blue,ready
drug_deals,amphetamines,money,848,drugs,10670,8,35,success,success
drug_deals,amphetamines,money,796,drugs,10671,8,35,success,success
drug_deals,amphetamines,money,689,drugs,10681,8,35,success,success
drug_deals,amphetamines,money,810,drugs,10712,8,35,success,success
drug_deals,amphetamines,money,713,drugs,10753,8,35,success,success
drug_deals,amphetamines,money,685,drugs,10754,8,35,success,success
drug_deals,amphetamines,money,756,drugs,10755,8,35,success,success
drug_deals,amphetamines,money,660,drugs,10765,8,35,success,success
drug_deals,amphetamines,,,drugs,10907,8,35,blue,ready
drug_deals,amphetamines,,,drugs,10908,8,35,blue,ready
drug_deals,amphetamines,money,698,drugs,10909,8,35,success,success
drug_deals,amphetamines,money,837,drugs,10910,8,35,success,success
drug_deals,amphetamines,money,695,drugs,10911,8,35,success,success
drug_deals,amphetamines,,,drugs,10912,8,35,blue,ready
drug_deals,amphetamines,money,708,drugs,10913,8,35,success,success
drug_deals,amphetamines,money,845,drugs,10914,8,35,success,success
drug_deals,amphetamines,money,840,drugs,10973,8,35,success,success
drug_deals,amphetamines,money,678,drugs,10974,8,35,success,success
drug_deals,amphetamines,money,777,drugs,11085,8,35,success,success
drug_deals,amphetamines,,,drugs,11086,8,35,jail,error
drug_deals,amphetamines,money,727,drugs,11103,8,35,success,success
drug_deals,amphetamines,,,drugs,11104,8,35,blue,ready
drug_deals,amphetamines,,,drugs,11105,8,35,blue,ready
drug_deals,amphetamines,,,drugs,11106,8,35,blue,ready
drug_deals,amphetamines,money,775,drugs,11107,8,35,success,success
drug_deals,amphetamines,,,drugs,11108,8,35,blue,ready
drug_deals,amphetamines,money,669,drugs,11109,8,35,success,success
drug_deals,amphetamines,,,drugs,11217,8,35,blue,ready
drug_deals,amphetamines,,,drugs,11218,8,35,blue,ready
drug_deals,amphetamines,money,800,drugs,11219,8,35,success,success
drug_deals,amphetamines,money,753,drugs,11220,8,35,success,success
drug_deals,amphetamines,money,796,drugs,11221,8,35,success,success
drug_deals,amphetamines,,,drugs,11222,8,35,blue,ready
drug_deals,amphetamines,money,702,drugs,11287,8,35,success,success
drug_deals,amphetamines,money,707,drugs,11288,8,35,success,success
drug_deals,amphetamines,money,720,drugs,11289,8,35,success,success
drug_deals,amphetamines,money,778,drugs,11290,8,35,success,success
drug_deals,amphetamines,,,drugs,11291,8,35,jail,error
drug_deals,amphetamines,money,714,drugs,11367,8,35,success,success
drug_deals,amphetamines,money,752,drugs,11368,8,35,success,success
drug_deals,amphetamines,money,781,drugs,11369,8,35,success,success
drug_deals,amphetamines,money,721,drugs,11370,8,35,success,success
drug_deals,amphetamines,money,844,drugs,11371,8,35,success,success
drug_deals,cocaine,money,895,drugs,11372,8,35,success,success
drug_deals,cocaine,money,845,drugs,11373,8,35,success,success
drug_deals,cocaine,money,880,drugs,11444,8,35,success,success
drug_deals,amphetamines,money,655,drugs,11445,8,35,success,success
drug_deals,cocaine,,,drugs,11446,8,35,jail,error
drug_deals,cocaine,money,771,drugs,11527,8,35,success,success
drug_deals,cocaine,money,889,drugs,11528,8,35,success,success
drug_deals,cocaine,money,809,drugs,11529,8,35,success,success
drug_deals,cocaine,money,879,drugs,11530,8,35,success,success
drug_deals,cocaine,money,776,drugs,11531,8,35,success,success
drug_deals,amphetamines,money,679,drugs,11656,8,35,success,success
drug_deals,amphetamines,money,667,drugs,11657,8,35,success,success
drug_deals,amphetamines,money,683,drugs,11658,8,35,success,success
drug_deals,amphetamines,,,drugs,11659,8,35,blue,ready
drug_deals,amphetamines,money,803,drugs,11660,8,35,success,success
drug_deals,cocaine,,,drugs,11661,8,35,blue,ready
drug_deals,amphetamines,money,825,drugs,11722,8,35,success,success
drug_deals,amphetamines,money,687,drugs,11723,8,35,success,success
drug_deals,amphetamines,money,670,drugs,11724,8,35,success,success
drug_deals,cocaine,,,drugs,11761,8,35,blue,ready
drug_deals,cocaine,money,830,drugs,11762,8,35,success,success
drug_deals,cocaine,money,894,drugs,11763,8,35,success,success
drug_deals,cocaine,,,drugs,11764,8,35,blue,ready
drug_deals,cocaine,money,896,drugs,11765,8,35,success,success
drug_deals,amphetamines,money,710,drugs,11806,8,35,success,success
drug_deals,amphetamines,money,701,drugs,11807,8,35,success,success
drug_deals,cocaine,,,drugs,11808,8,35,blue,ready
drug_deals,amphetamines,money,689,drugs,11812,8,35,success,success
drug_deals,amphetamines,money,789,drugs,11813,8,35,success,success
drug_deals,amphetamines,money,728,drugs,11814,8,35,success,success
drug_deals,amphetamines,,,drugs,11815,8,35,blue,ready
drug_deals,amphetamines,,,drugs,11816,8,35,blue,ready
drug_deals,amphetamines,money,676,drugs,11817,8,35,success,success
drug_deals,amphetamines,money,806,drugs,11818,8,35,success,success
drug_deals,amphetamines,money,693,drugs,11819,8,35,success,success
drug_deals,amphetamines,money,806,drugs,11820,8,35,success,success
drug_deals,amphetamines,money,679,drugs,11821,8,35,success,success
drug_deals,cocaine,money,889,drugs,11822,8,35,success,success
drug_deals,amphetamines,money,841,drugs,11939,8,35,success,success
drug_deals,amphetamines,money,713,drugs,11940,8,35,success,success
drug_deals,amphetamines,money,817,drugs,11941,8,35,success,success
drug_deals,amphetamines,money,666,drugs,11942,8,35,success,success
drug_deals,amphetamines,money,674,drugs,11943,8,35,success,success
drug_deals,amphetamines,money,843,drugs,11944,8,35,success,success
drug_deals,amphetamines,money,780,drugs,11969,8,35,success,success
drug_deals,amphetamines,money,713,drugs,11970,8,35,success,success
drug_deals,amphetamines,money,717,drugs,11971,8,35,success,success
drug_deals,cannabis,money,628,drugs,12072,8,35,success,success
drug_deals,cannabis,money,622,drugs,12073,,35,success,success
drug_deals,cannabis,money,616,drugs,12074,,35,success,success
drug_deals,cannabis,money,634,drugs,12075,,35,success,success
drug_deals,cannabis,,,drugs,12076,,35,jail,error
drug_deals,cannabis,,,drugs,12077,,35,blue,ready
drug_deals,cannabis,,,drugs,12078,,35,blue,ready
drug_deals,cocaine,money,820,drugs,12137,8,35,success,success
drug_deals,amphetamines,money,723,drugs,12138,8,35,success,success
drug_deals,cannabis,money,680,drugs,12167,8,35,success,success
drug_deals,cannabis,money,671,drugs,12168,8,35,success,success
drug_deals,cocaine,money,754,drugs,12244,8,35,success,success
drug_deals,amphetamines,money,841,drugs,12245,8,35,success,success
drug_deals,cannabis,money,633,drugs,12246,8,35,success,success
drug_deals,cocaine,money,831,drugs,12247,8,35,success,success
drug_deals,cannabis,money,644,drugs,12249,8,35,success,success
drug_deals,amphetamines,money,793,drugs,12250,8,35,success,success
drug_deals,cocaine,money,758,drugs,12251,8,35,success,success
drug_deals,cocaine,money,776,drugs,12252,8,35,success,success
drug_deals,amphetamines,money,836,drugs,12253,8,35,success,success
drug_deals,cannabis,money,678,drugs,12254,8,35,success,success
drug_deals,cannabis,money,669,drugs,12255,8,35,success,success
drug_deals,amphetamines,money,729,drugs,12256,8,35,success,success
drug_deals,cocaine,money,808,drugs,12257,8,35,success,success
drug_deals,amphetamines,,,drugs,12258,8,35,blue,ready
drug_deals,cannabis,money,614,drugs,12259,8,35,success,success
drug_deals,cocaine,,,drugs,12260,8,35,blue,ready
drug_deals,amphetamines,money,756,drugs,12261,8,35,success,success
drug_deals,cannabis,money,612,drugs,12262,8,35,success,success
drug_deals,cannabis,money,683,drugs,12263,8,35,success,success
drug_deals,amphetamines,money,674,drugs,12264,8,35,success,success
drug_deals,cocaine,money,770,drugs,12265,8,35,success,success
drug_deals,cocaine,money,805,drugs,12266,8,35,success,success
drug_deals,amphetamines,,,drugs,12267,8,35,blue,ready
drug_deals,cannabis,money,629,drugs,12268,8,35,success,success
drug_deals,cannabis,money,646,drugs,12269,8,35,success,success
drug_deals,cocaine,,,drugs,12421,8,35,blue,ready
drug_deals,amphetamines,money,665,drugs,12422,8,35,success,success
drug_deals,cocaine,money,799,drugs,12423,8,35,success,success
drug_deals,amphetamines,money,748,drugs,12424,8,35,success,success
drug_deals,amphetamines,money,801,drugs,12425,8,35,success,success
drug_deals,cocaine,money,804,drugs,12426,8,35,success,success
drug_deals,amphetamines,,,drugs,12427,8,35,blue,ready
drug_deals,cocaine,money,812,drugs,12428,8,35,success,success
drug_deals,amphetamines,,,drugs,12429,8,35,blue,ready
drug_deals,cocaine,money,754,drugs,12430,8,35,success,success
drug_deals,cannabis,money,636,drugs,12505,8,35,success,success
drug_deals,amphetamines,money,674,drugs,12506,8,35,success,success
drug_deals,cocaine,,,drugs,12507,8,35,blue,ready
drug_deals,cocaine,money,774,drugs,12508,8,35,success,success
drug_deals,amphetamines,money,759,drugs,12509,8,35,success,success
drug_deals,cannabis,money,665,drugs,12510,8,35,success,success
drug_deals,cannabis,,,drugs,12536,8,35,jail,error
drug_deals,cannabis,money,673,drugs,12537,,35,success,success
drug_deals,cocaine,money,897,drugs,12579,8,35,success,success
drug_deals,amphetamines,money,821,drugs,12580,8,35,success,success
drug_deals,cannabis,money,646,drugs,12581,8,35,success,success
drug_deals,amphetamines,money,783,drugs,12599,8,35,success,success
drug_deals,cocaine,money,819,drugs,12685,8,35,success,success
drug_deals,amphetamines,money,653,drugs,12686,8,35,success,success
drug_deals,cannabis,money,669,drugs,12687,8,35,success,success
drug_deals,cannabis,money,662,drugs,12688,8,35,success,success
drug_deals,amphetamines,,,drugs,12689,8,35,blue,ready
drug_deals,cocaine,money,766,drugs,12690,8,35,success,success
drug_deals,cocaine,money,774,drugs,12691,8,35,success,success
drug_deals,cocaine,money,818,drugs,12787,8,35,success,success
drug_deals,amphetamines,money,784,drugs,12788,8,35,success,success
drug_deals,cannabis,money,669,drugs,12789,8,35,success,success
drug_deals,cannabis,money,618,drugs,12790,8,35,success,success
drug_deals,amphetamines,money,767,drugs,12791,8,35,success,success
drug_deals,cocaine,money,897,drugs,12792,8,35,success,success
drug_deals,cocaine,money,839,drugs,12793,8,35,success,success
drug_deals,amphetamines,money,796,drugs,12794,8,35,success,success
drug_deals,cannabis,money,671,drugs,12795,8,35,success,success
drug_deals,cannabis,money,618,drugs,12796,8,35,success,success
drug_deals,amphetamines,money,652,drugs,12797,8,35,success,success
drug_deals,cocaine,money,893,drugs,12798,8,35,success,success
drug_deals,cocaine,,,drugs,12799,8,35,blue,ready
