category,crime,gainingType,gainings,group,id,nerveUsed,nnb,outcome,status
drug_deals,amphetamines,money,843,drugs,7847,8,35,success,success
drug_deals,amphetamines,,,drugs,7848,8,35,blue,ready
drug_deals,amphetamines,money,793,drugs,7849,8,35,success,success
drug_deals,amphetamines,money,845,drugs,7850,8,35,success,success
drug_deals,amphetamines,money,716,drugs,7851,8,35,success,success
drug_deals,amphetamines,money,720,drugs,7852,8,35,success,success
drug_deals,amphetamines,money,682,drugs,7853,8,35,success,success
drug_deals,amphetamines,,,drugs,7854,8,35,blue,ready
drug_deals,amphetamines,money,811,drugs,7855,8,35,success,success
drug_deals,amphetamines,money,685,drugs,7856,8,35,success,success
drug_deals,amphetamines,money,656,drugs,7857,8,35,success,success
drug_deals,amphetamines,money,837,drugs,7858,8,35,success,success
drug_deals,amphetamines,money,721,drugs,7859,8,35,success,success
drug_deals,amphetamines,money,705,drugs,7899,8,35,success,success
drug_deals,amphetamines,money,654,drugs,7900,8,35,success,success
drug_deals,amphetamines,money,807,drugs,8024,8,35,success,success
drug_deals,amphetamines,money,731,drugs,8025,8,35,success,success
drug_deals,amphetamines,money,749,drugs,8026,8,35,success,success
drug_deals,amphetamines,money,774,drugs,8027,8,35,success,success
drug_deals,amphetamines,money,762,drugs,8028,8,35,success,success
drug_deals,amphetamines,money,775,drugs,8029,8,35,success,success
drug_deals,amphetamines,,,drugs,8030,8,35,blue,ready
drug_deals,amphetamines,money,838,drugs,8031,8,35,success,success
drug_deals,amphetamines,money,743,drugs,8032,8,35,success,success
drug_deals,amphetamines,money,787,drugs,8033,8,35,success,success
drug_deals,amphetamines,,,drugs,8034,8,35,blue,ready
drug_deals,amphetamines,money,811,drugs,8035,8,35,success,success
drug_deals,amphetamines,money,831,drugs,8036,8,35,success,success
drug_deals,amphetamines,money,816,drugs,8037,8,35,success,success
drug_deals,amphetamines,,,drugs,8123,8,35,blue,ready
drug_deals,amphetamines,money,668,drugs,8124,8,35,success,success
drug_deals,amphetamines,,,drugs,8125,8,35,blue,ready
drug_deals,amphetamines,money,833,drugs,8126,8,35,success,success
drug_deals,amphetamines,,,drugs,8127,8,35,jail,error
drug_deals,amphetamines,money,715,drugs,8185,8,35,success,success
drug_deals,amphetamines,money,706,drugs,8186,8,35,success,success
drug_deals,amphetamines,money,670,drugs,8187,8,35,success,success
drug_deals,amphetamines,money,776,drugs,8188,8,35,success,success
drug_deals,amphetamines,money,728,drugs,8189,8,35,success,success
drug_deals,amphetamines,money,776,drugs,8313,8,35,success,success
drug_deals,amphetamines,money,723,drugs,8314,8,35,success,success
drug_deals,amphetamines,money,734,drugs,8315,8,35,success,success
